"","score","gene_symbol","uniprot"
"385",0.0132219063165228,"NUP50","Q9UKX7"
"386",0.0132219063165228,"NUP210","Q8TEM1"
"387",0.0132219063165228,"POM121","Q96HA1"
"388",0.0131767896490548,"CD40","P25942"
"389",0.0131484592080157,"BMP7","P18075"
"390",0.0129673659149929,"CDKN1B","P46527"
"391",0.0129561406514825,"BUB1","O43683"
"392",0.0129058673915363,"BMI1","P35226"
"393",0.0129058673915363,"ZBTB17","Q13105"
"394",0.0128665695184549,"RPA1","P27694"
"395",0.0128576873019346,"YWHAQ","P27348"
"396",0.0128409882603306,"IGF1R","P08069"
"397",0.0127930753403621,"FOSB","P53539"
"398",0.0127248171722265,"YWHAB","P31946"
"399",0.0127060257382024,"ING1","Q9UK53"
"400",0.0126729641854407,"EGFR","P00533"
"401",0.0126444616778626,"ECT2","Q9H8V3"
"402",0.0126444616778626,"CDC14A","Q9UNH5"
"403",0.0125570634598182,"TIAM1","Q13009"
"404",0.01255488653752,"CDC7","O00311"
"405",0.0125518084825675,"USP10","Q14694"
"406",0.0125051311063307,"TFDP2","Q14188"
"407",0.0124768521335213,"PRKACG","P22612"
"408",0.0124326932158712,"IL2","P60568"
"409",0.0124243822080624,"ARAF","P10398"
"410",0.0123306074017008,"BLM","P54132"
"411",0.012191550853385,"TP53BP1","Q12888"
"412",0.0121901451598819,"SSBP1","Q04837"
"413",0.0120797037908848,"NBN","O60934"
"414",0.012063283277714,"CREBBP","Q92793"
"415",0.0120465892664942,"CTNNB1","P35222"
"416",0.011898349282332,"CDC25A","P30304"
"417",0.0118730861949079,"CDK7","P50613"
"418",0.0118529747985919,"FOSL1","P15407"
"419",0.0117411176056202,"GH1","P01241"
"420",0.0117309715928962,"YWHAH","Q04917"
"421",0.011699620467122,"MAPK3","P27361"
"422",0.0116661897046622,"BRAF","P15056"
"423",0.0115771778845859,"ITGB1","P05556"
"424",0.0113918177280988,"UIMC1","Q96RL1"
"425",0.0113781130617899,"ITGB3","P05106"
"426",0.0111601538104996,"SOX4","Q06945"
"427",0.0111150843103094,"TTK","P33981"
"428",0.0110832663529482,"ETV4","P43268"
"429",0.0110705433227689,"CXCL1","P09341"
"430",0.0110174675468379,"EGR1","P18146"
"431",0.0110052051755011,"AFP","P02771"
"432",0.0108728054713515,"CASP3","P42574"
"433",0.0108652698995956,"CREB1","P16220"
"434",0.0107557768437106,"SPP1","P10451"
"435",0.0106982697993058,"EPHA2","P29317"
"436",0.0106802398275398,"CTBP1","Q13363"
"437",0.0106152519759773,"BRCA1","P38398"
"438",0.0105706797869351,"IER3","P46695"
"439",0.0105596920747935,"LAMC1","P11047"
"440",0.0105505754414385,"UBE2I","P63279"
"441",0.0105477802773673,"TCF3","P15923"
"442",0.0105277804216146,"PLA2G6","O60733"
"443",0.0104968224467881,"RASGRF1","Q13972"
"444",0.0104116486085024,"TLR9","Q9NR96"
"445",0.0104093244543448,"CD44","P16070"
"446",0.0103792956629809,"TRAF2","Q12933"
"447",0.0103493900281579,"EHMT2","Q96KQ7"
"448",0.0103326062545706,"CDKN3","Q16667"
"449",0.010157106990889,"FOSL2","P15408"
"450",0.0101538843783104,"PIK3CA","P42336"
"451",0.0101380847611243,"SERTAD1","Q9UHV2"
"452",0.0101380847611243,"VTA1","Q9NP79"
"453",0.0101380847611243,"PSMD10","O75832"
"454",0.0100847149913372,"RIPK2","O43353"
"455",0.00999550464951812,"PPP1CB","P62140"
"456",0.00996719798364714,"TGFB2","P61812"
"457",0.00983043825635141,"IRF7","Q92985"
"458",0.00978157184694853,"KRT1","P04264"
"459",0.00977439826871724,"PIAS3","Q9Y6X2"
"460",0.00967654777050397,"PRKDC","P78527"
"461",0.00958482245541388,"MST1R","Q04912"
"462",0.00956824395296465,"PRNP","P04156"
"463",0.00952964486243177,"CITED1","Q99966"
"464",0.00952831396123095,"DAXX","Q9UER7"
"465",0.00949882080351201,"HDAC9","Q9UKV0"
"466",0.00940546169852522,"SDC2","P34741"
"467",0.00937940486350297,"ERCC6","Q03468"
"468",0.00935631775293035,"RHOA","P61586"
"469",0.00935365326323644,"DMAP1","Q9NPF5"
"470",0.00931684281039769,"MET","P08581"
"471",0.00930753296148735,"AGER","Q15109"
"472",0.00928724644443285,"ARHGEF6","Q15052"
"473",0.00927599790752005,"CAV1","Q03135"
"474",0.009273857630211,"MED1","Q15648"
"475",0.0092620742540113,"ABCB1","P08183"
"476",0.00925353964628971,"NUMB","P49757"
"477",0.00922184845540294,"ORC1","Q13415"
"478",0.00917482941340032,"RAF1","P04049"
"479",0.00911803142802008,"SKP2","Q13309"
"480",0.00911177289367391,"SAP30","O75446"
"481",0.00908145978598813,"TPR","P12270"
"482",0.00902998652319173,"ASPH","Q12797"
"483",0.00894247531010964,"MAP3K1","Q13233"
"484",0.00892835669382602,"TGFB3","P10600"
"485",0.00892763932719341,"SMURF2","Q9HAU4"
"486",0.00863207427117582,"IHH","Q14623"
"487",0.00863207427117582,"IGFBP2","P18065"
"488",0.00862019059236929,"STAT1","P42224"
"489",0.00859442543957785,"CDC42","P60953"
"490",0.00857463131434974,"PIK3R1","P27986"
"491",0.00853884173991198,"BTRC","Q9Y297"
"492",0.00851872804659635,"NUP153","P49790"
"493",0.00851416261480397,"LASP1","Q14847"
"494",0.00843487905270132,"GATA3","P23771"
"495",0.00836038453293899,"ALK","Q9UM73"
"496",0.00823422321481467,"PIK3CB","P42338"
"497",0.00822565606600573,"ITGB4","P16144"
"498",0.00822524951779908,"SIRT1","Q96EB6"
"499",0.00822221380347623,"AKAP1","Q92667"
"500",0.00820514875082484,"SPAG5","Q96R06"
"501",0.00819330586097013,"TRAF6","Q9Y4K3"
"502",0.008183423379096,"DAPK3","O43293"
"503",0.00816190681040239,"PPP3CA","Q08209"
"504",0.00811294013803916,"CDK13","Q14004"
"505",0.0080895971479216,"HNRNPUL1","Q9BUJ2"
"506",0.0080640017723453,"SNAI1","O95863"
"507",0.00806088798629619,"HNF1A","P20823"
"508",0.00802429114173978,"ID3","Q02535"
"509",0.00801593281212469,"PPP1R12A","O14974"
"510",0.0080141863708216,"SKIL","P12757"
"511",0.00801021713121962,"PIAS4","Q8N2W9"
"512",0.0080048428671253,"CHUK","O15111"
"513",0.00800085810378338,"HSPA1A","P0DMV8"
"514",0.00798446243603686,"CDK16","Q00536"
"515",0.00796035945045816,"CSNK1E","P49674"
"516",0.00780174854992757,"BMP4","P12644"
"517",0.00778661321625509,"TOPORS","Q9NS56"
"518",0.00768135853893114,"PIK3R5","Q8WYR1"
"519",0.00767635975978527,"GNAI3","P08754"
"520",0.00766142552409417,"HDAC7","Q8WUI4"
"521",0.00763811044429464,"ELAVL1","Q15717"
"522",0.00762075776353625,"MYCN","P04198"
"523",0.007619978647039,"TP53BP2","Q13625"
"524",0.00749892501879916,"RBBP4","Q09028"
"525",0.00746039425058448,"SKI","P12755"
"526",0.00745883604556884,"USP9X","Q93008"
"527",0.00745446462468122,"HDAC2","Q92769"
"528",0.0074150450822028,"RPS6KB1","P23443"
"529",0.00736204561236685,"TRIM28","Q13263"
"530",0.00735047893539657,"BAD","Q92934"
"531",0.00730452525436315,"BDNF","P23560"
"532",0.00729451866743625,"CEBPB","P17676"
"533",0.00728676284968707,"PTCH1","Q13635"
"534",0.00713013754383889,"HRAS","P01112"
"535",0.00712845984290158,"MUC1","P15941"
"536",0.00710485007709531,"YAP1","P46937"
"537",0.0070924103071714,"RANBP2","P49792"
"538",0.00707758064071786,"GNAI2","P04899"
"539",0.00706935738360333,"IKBKB","O14920"
"540",0.00704763181237412,"GNAI1","P63096"
"541",0.0070218693946057,"PTK2","Q05397"
"542",0.00702011638041029,"SNCA","P37840"
"543",0.00701138856284183,"HDAC4","P56524"
"544",0.00698463916654048,"FGF2","P09038"
"545",0.00696992816479679,"PRKACB","P22694"
"546",0.00692689027227323,"PIK3CD","O00329"
"547",0.00689209700839114,"PIK3CG","P48736"
"548",0.00688830049043799,"ERBB2","P04626"
"549",0.00688764834104514,"SMC3","Q9UQE7"
"550",0.00686588528437003,"IFI16","Q16666"
"551",0.00685071381028549,"KAT6A","Q92794"
"552",0.0068507011916651,"UBE2A","P49459"
"553",0.00680745691067975,"AKT1","P31749"
"554",0.00679344177076345,"APP","P05067"
"555",0.00675822446227239,"ENG","P17813"
"556",0.00673385568484629,"PBK","Q96KB5"
"557",0.00673008104728968,"USP7","Q93009"
"558",0.00669221393188063,"PIN1","Q13526"
"559",0.00667405002269742,"CSNK2A1","P68400"
"560",0.00664136339417729,"ROCK1","Q13464"
"561",0.00663041481358233,"CABLES2","Q9BTV7"
"562",0.00655570402271945,"ROS1","P08922"
"563",0.00655089090335129,"PSEN1","P49768"
"564",0.00653798732707813,"KDR","P35968"
"565",0.00653690650765868,"FLII","Q13045"
"566",0.00648585585817007,"MAP2K3","P46734"
"567",0.00646890375720565,"WT1","P19544"
"568",0.00643858524780353,"SIN3A","Q96ST3"
"569",0.00643752836552971,"CDK5","Q00535"
"570",0.00642437891985352,"STK11","Q15831"
"571",0.00641232448953547,"ZNF217","O75362"
"572",0.0064121810338142,"NF1","P21359"
"573",0.0064102001785563,"MAP3K11","Q16584"
"574",0.00639775419101328,"RAP2A","P10114"
"575",0.00636768969536219,"PDGFRB","P09619"
"576",0.006337407992166,"NDRG1","Q92597"
"577",0.00632756147773385,"SOCS1","O15524"
"578",0.00632206948917571,"FGFR1OP","O95684"
"579",0.00630936820417296,"NEK6","Q9HC98"
"580",0.00627785915291523,"MTOR","P42345"
"581",0.00627400845382384,"PPARD","Q03181"
"582",0.00625649879275054,"NCOR1","O75376"
"583",0.00624326223802781,"TFAP2B","Q92481"
"584",0.00624077058960392,"HDAC3","O15379"
"585",0.00623729936668195,"TLR7","Q9NYK1"
"586",0.00622953834302062,"JAK2","O60674"
"587",0.0062106898409145,"EGF","P01133"
"588",0.00620929392540841,"PPP1CA","P62136"
"589",0.00617485993608584,"TGFBR1","P36897"
"590",0.00617204631931882,"MAPK7","Q13164"
"591",0.00616971410815868,"PPP1R13L","Q8WUF5"
"592",0.00614741502436178,"PSMC3","P17980"
"593",0.00614583311783363,"NEK2","P51955"
"594",0.00613206207682602,"MAP2K4","P45985"
"595",0.00611476309190627,"CDK12","Q9NYV4"
"596",0.00610246370242537,"NUP35","Q8NFH5"
"597",0.00610246370242537,"RPA4","Q13156"
"598",0.00609429932181124,"KMT5A","Q9NQR1"
"599",0.00608884855190877,"ZBTB7A","O95365"
"600",0.00606063588389149,"HSP90AA1","P07900"
"601",0.00602790153214827,"UBE2D1","P51668"
"602",0.00599965025604444,"INSR","P06213"
"603",0.0059873814520969,"SORT1","Q99523"
"604",0.00596606842947522,"JUNB","P17275"
"605",0.00596434050768877,"NOC2L","Q9Y3T9"
"606",0.00594826359933856,"MAPK10","P53779"
"607",0.00593777392953273,"MAPK14","Q16539"
"608",0.00593677996843753,"WEE1","P30291"
"609",0.00591894072717718,"GRK5","P34947"
"610",0.00591877774935615,"MAPK1","P28482"
"611",0.00588954559223619,"MXD1","Q05195"
"612",0.00588350571417993,"NUAK1","O60285"
"613",0.00587918304860024,"SOCS3","O14543"
"614",0.00586561747317561,"TGFBR2","P37173"
"615",0.0058615243760886,"MAP2K1","Q02750"
"616",0.00584851258313109,"TICAM1","Q8IUC6"
"617",0.00583579279975365,"NCOA1","Q15788"
"618",0.00583112577373834,"TRRAP","Q9Y4A5"
"619",0.0058242102230816,"UBE2L3","P68036"
"620",0.00580297047364544,"IL2RA","P01589"
"621",0.00578648219764315,"GTSE1","Q9NYZ3"
"622",0.00575880165083852,"STK3","Q13188"
"623",0.00574456559770364,"BCR","P11274"
"624",0.00573694046152504,"MAPK4","P31152"
"625",0.00570603592092818,"PIAS2","O75928"
"626",0.00569018353220074,"PRKCD","Q05655"
"627",0.00568615448540992,"FGR","P09769"
"628",0.00567533494224576,"XPO1","O14980"
"629",0.00567144781675843,"PAK1","Q13153"
"630",0.00566638461037593,"TBK1","Q9UHD2"
"631",0.0056358610039219,"PPP1R3A","Q16821"
"632",0.00558953077209099,"JAK3","P52333"
"633",0.00556294821362168,"PDGFRA","P16234"
"634",0.00556129423915477,"ITGB8","P26012"
"635",0.00555439839205676,"SRC","P12931"
"636",0.00554819066802251,"FGFR1","P11362"
"637",0.00553665184188144,"BAG1","Q99933"
"638",0.00553217640839294,"IRF3","Q14653"
"639",0.00553185932260366,"ITGB6","P18564"
"640",0.00550607185629326,"HNRNPK","P61978"
"641",0.00549362345886007,"MAPK11","Q15759"
"642",0.00548725863096558,"CAMK1D","Q8IU85"
"643",0.00547024658532004,"PIAS1","O75925"
"644",0.00546978256834538,"JAK1","P23458"
"645",0.00546020198031894,"FGFR2","P21802"
"646",0.00545171940695251,"MAPK8","P45983"
"647",0.0054338603511227,"MAPKAPK2","P49137"
"648",0.00542561653716353,"MAPK6","Q16659"
"649",0.00538176917781917,"PPP1CC","P36873"
"650",0.00538159804997105,"SRSF2","Q01130"
"651",0.00536221286805611,"MAP2K2","P36507"
"652",0.00535632169960861,"SMAD9","O15198"
"653",0.00534979069464252,"STK4","Q13043"
"654",0.00534934836099432,"MAP3K10","Q02779"
"655",0.00534693757457969,"CAMKK1","Q8N5S9"
"656",0.0053317681816235,"PRKN","O60260"
"657",0.00529371373455584,"IL2RG","P31785"
"658",0.00528674122304106,"PDCD5","O14737"
"659",0.00527172371670006,"ADRB2","P07550"
"660",0.00526058135137105,"GSK3B","P49841"
"661",0.00523454695024753,"VHL","P40337"
"662",0.0052334526992234,"NUP98","P52948"
"663",0.00522723272517556,"CTTN","Q14247"
"664",0.00521767351677413,"CSNK1D","P48730"
"665",0.00521356751596777,"NTRK3","Q16288"
"666",0.0051890402562744,"PRKACA","P17612"
"667",0.00518315556683077,"PDPK1","O15530"
"668",0.00517371423827975,"MAPK12","P53778"
"669",0.00516135203734966,"PDGFB","P01127"
"670",0.00514556725342385,"CAMK2D","Q13557"
"671",0.00512919243643779,"ERBB3","P21860"
"672",0.00512436281908906,"NTF3","P20783"
"673",0.00512122381108259,"UBE2E1","P51965"
"674",0.00510219877092483,"SOS1","Q07889"
"675",0.00509960561543142,"CAMK2G","Q13555"
"676",0.00509491266963356,"SMAD5","Q99717"
"677",0.00507884389804259,"MAX","P61244"
"678",0.00507331273584178,"IL2RB","P14784"
"679",0.00505896973995915,"GAB1","Q13480"
"680",0.00502135526869371,"NUP214","P35658"
"681",0.00499813566017467,"ASAP1","Q9ULH1"
"682",0.00497591940769518,"SMAD6","O43541"
"683",0.00496701246137905,"FGF11","Q92914"
"684",0.00496317719294417,"RYK","P34925"
"685",0.00491988576031586,"MAPK13","O15264"
"686",0.00489999810295302,"GRB2","P62993"
"687",0.00489425488509697,"PRKD1","Q15139"
"688",0.00488192969727507,"UBE3A","Q05086"
"689",0.00487635802720165,"HDAC5","Q9UQL6"
"690",0.00486411381600525,"PRKCB","P05771"
"691",0.00484928586064872,"GLI1","P08151"
"692",0.00483367482136501,"DNAJA3","Q96EY1"
"693",0.00480531723886805,"PTPN11","Q06124"
"694",0.0047999434885552,"GRK2","P25098"
"695",0.00479846507954064,"CCR5","P51681"
"696",0.00479338580274974,"ITGB5","P18084"
"697",0.00478143962522609,"TSC2","P49815"
"698",0.00475620658007138,"EPHB2","P29323"
"699",0.00474643426335378,"ULK1","O75385"
"700",0.00473908989016374,"PTK2B","Q14289"
"701",0.00472032719994772,"JUND","P17535"
"702",0.0047020760462986,"FRS2","Q8WU20"
"703",0.00468544109758396,"HSPB1","P04792"
"704",0.00468179689204253,"AXIN1","O15169"
"705",0.00467068402809643,"GSK3A","P49840"
"706",0.00466660297299732,"MAPK9","P45984"
"707",0.004643668814574,"RIN1","Q13671"
"708",0.00462640978843651,"DAB2IP","Q5VWQ8"
"709",0.00460153242697899,"AKT2","P31751"
"710",0.00459529076181575,"PAK4","O96013"
"711",0.00459518451289414,"TGIF1","Q15583"
"712",0.00458657658425068,"PDK1","Q15118"
"713",0.00457549787904071,"EIF4E","P06730"
"714",0.00456637766915058,"WWOX","Q9NZC7"
"715",0.00454250029144619,"SOS2","Q07890"
"716",0.00450712514165436,"PRKCA","P17252"
"717",0.00450339297778626,"KIT","P10721"
"718",0.00449882043699198,"BMX","P51813"
"719",0.00449133355593889,"COPS5","Q92905"
"720",0.00446833534790688,"HACE1","Q8IYU2"
"721",0.00445208707644119,"PPP3R1","P63098"
"722",0.00444811387135042,"EIF4B","P23588"
"723",0.00444462207453678,"RGS16","O15492"
"724",0.00443149917790768,"CREB3L3","Q68CJ9"
"725",0.00443149917790768,"CREB3L1","Q96BA8"
"726",0.00443149917790768,"CREB3L4","Q8TEY5"
"727",0.00443149917790768,"CREB3L2","Q70SY1"
"728",0.00441902491487537,"PLAUR","Q03405"
"729",0.00440062309646542,"BTK","Q06187"
"730",0.00438324331529129,"ITGB7","P26010"
"731",0.00435564028993225,"TWIST1","Q15672"
"732",0.00435073114791856,"CREB3","O43889"
"733",0.00429957551042044,"ATF4","P18848"
"734",0.00428603207464604,"SMURF1","Q9HCE7"
"735",0.00427749853329455,"HSPA8","P11142"
"736",0.00426084925363631,"OCLN","Q16625"
"737",0.00425803015593712,"EFNB2","P52799"
"738",0.0042447149950254,"PRKCQ","Q04759"
"739",0.00423569682553253,"NGFR","P08138"
"740",0.00421683116470058,"PTP4A1","Q93096"
"741",0.00417355385390981,"TRPV1","Q8NER1"
"742",0.00416646416645623,"RASA1","P20936"
"743",0.00414774295826257,"PHB","P35232"
"744",0.00410861226188885,"GAB2","Q9UQC2"
"745",0.00404595274097858,"IRF5","Q13568"
"746",0.00404212246101785,"PPP2CA","P67775"
"747",0.00403110424584082,"GCK","P35557"
"748",0.00403110424584082,"SNIP1","Q8TAD8"
"749",0.00399823829191326,"PRKAA1","Q13131"
"750",0.00399410506450503,"AKT3","Q9Y243"
"751",0.00397808021000696,"DOK2","O60496"
"752",0.00392731229943327,"WNT1","P04628"
"753",0.00391617106152983,"TRIM24","O15164"
"754",0.00390826873674707,"PRKCE","Q02156"
"755",0.00390724346351977,"PRKCZ","Q05513"
"756",0.00387807481640436,"CREB5","Q02930"
